Brand,Model,Year,Fuel,Transmission,Km,Owner,Price,Location,Engine,Seats
Maruti,Swift VDI BSIV,2013,Diesel,Manual,68800,First,500000.0,Hyderabad,1248,5.0
Honda,Civic 2010-2013 1.8 V MT,2010,Petrol,Manual,61700,First,295000.0,Pune,1799,5.0
BMW,3 Series 320i Sedan,2010,Petrol,Automatic,59660,First,1049000.0,Coimbatore,1995,5.0
Hyundai,Santro Xing GLS,2007,Petrol,Manual,69775,Second,185000.0,Hyderabad,1086,5.0
Maruti,Swift VDI BSIV,2016,Diesel,Manual,51787,First,645000.0,Hyderabad,1248,5.0
Honda,Accord 2001-2003 2.3 VTi L AT,2009,Petrol,Automatic,88000,First,525000.0,Jaipur,2354,5.0
Maruti,Ertiga VDI,2014,Diesel,Manual,47052,First,599000.0,Kolkata,1248,7.0
Ford,Fiesta Classic 1.4 Duratorq LXI,2015,Diesel,Manual,69749,First,382000.0,Kochi,1388,5.0
Audi,Q7 3.0 TDI Quattro Premium Plus,2012,Diesel,Automatic,79000,First,3900000.0,Hyderabad,2967,7.0
Audi,A4 35 TDI Premium,2016,Diesel,Automatic,39644,First,2575000.0,Coimbatore,1968,5.0
Tata,Indica Vista Quadrajet VX,2012,Diesel,Manual,137800,First,220000.00000000003,Hyderabad,1248,5.0
Hyundai,Verna CRDi ABS,2008,Diesel,Manual,120000,Second,200000.0,Chennai,1493,5.0
Mercedes-Benz,E-Class E 220 d,2018,Diesel,Automatic,11000,First,5650000.0,Mumbai,1950,5.0
BMW,3 Series 320d Luxury Line,2014,Diesel,Automatic,18600,Second,2100000.0,Mumbai,1995,5.0
Hyundai,Grand i10 CRDi Asta,2014,Diesel,Manual,116905,First,400000.0,Ahmedabad,1120,5.0
Hyundai,i10 Sportz AT,2011,Petrol,Automatic,32824,First,383000.0,Coimbatore,1197,5.0
Maruti,Swift VXi BSIV,2016,Petrol,Manual,19148,First,589000.0,Kochi,1197,5.0
Hyundai,Santro Xing GLS,2010,Petrol,Manual,35008,First,136000.0,Kolkata,1086,5.0
BMW,6 Series Gran Coupe,2013,Diesel,Automatic,21000,Second,4400000.0,Delhi,2993,4.0
Maruti,SX4 Green Vxi (CNG),2014,CNG,Manual,53000,First,326000.0,Mumbai,1586,5.0
Hyundai,Verna 1.4 VTVT,2016,Petrol,Manual,36000,First,800000.0,Bangalore,1396,5.0
Maruti,Swift Dzire ZDI,2012,Diesel,Manual,56121,First,425000.0,Ahmedabad,1248,5.0
Maruti,Swift VDI,2018,Diesel,Manual,30000,First,600000.0,Pune,1248,5.0
Skoda,Octavia 2.0 TDI AT Style Plus,2016,Diesel,Automatic,31021,First,1661000.0,Kochi,1968,5.0
Renault,Duster 110PS Diesel RxL,2013,Diesel,Manual,52600,First,726000.0,Coimbatore,1461,5.0
Mahindra,Scorpio 2.6 CRDe,2005,Diesel,Manual,60000,First,400000.0,Bangalore,2179,8.0
BMW,5 Series 2013-2017 520d Luxury Line,2016,Diesel,Automatic,44001,First,3451000.0,Ahmedabad,1995,5.0
Maruti,Wagon R VXI BSIII,2003,Petrol,Manual,101000,Third,95000.0,Chennai,1061,5.0
Maruti,Wagon R LXI BSIII,2007,Petrol,Manual,84169,First,220000.00000000003,Hyderabad,1061,5.0
Hyundai,i20 Sportz 1.2,2017,Petrol,Manual,14001,First,575000.0,Mumbai,1197,5.0
Hyundai,Santro Xing XO CNG,2005,CNG,Manual,100000,Third,120000.0,Pune,1086,5.0
Land,Rover Discovery SE 3.0 TD6,2016,Diesel,Automatic,59000,First,3675000.0,Delhi,2993,7.0
Mercedes-Benz,New C-Class 230 Avantgarde,2009,Petrol,Automatic,29000,Second,1000000.0,Hyderabad,1796,5.0
Nissan,Sunny 2011-2014 Diesel XV,2012,Diesel,Manual,38800,First,405000.0,Mumbai,1461,5.0
Audi,Q7 3.0 TDI quattro,2011,Diesel,Automatic,98000,First,2200000.0,Hyderabad,2967,7.0
Mercedes-Benz,CLA 200 CDI Sport,2017,Diesel,Automatic,20969,First,2787000.0,Coimbatore,2143,5.0
Maruti,Vitara Brezza ZDi,2018,Diesel,Manual,2900,First,875000.0,Kolkata,1248,5.0
Maruti,Swift Dzire Vdi BSIV,2016,Diesel,Manual,69000,First,479000.0,Hyderabad,1248,5.0
Skoda,Rapid 1.5 TDI Ambition,2018,Diesel,Manual,5833,First,1192000.0,Coimbatore,1498,5.0
Audi,Q7 35 TDI Quattro Technology,2016,Diesel,Automatic,28733,Second,5311000.0,Coimbatore,2967,7.0
Maruti,Wagon R LXI,2006,Petrol,Manual,145000,First,114999.99999999999,Jaipur,998,5.0
Honda,City i DTEC VX Option,2014,Diesel,Manual,71000,First,745000.0,Pune,1498,5.0
Hyundai,EON Magna Plus,2017,Petrol,Manual,12000,First,350000.0,Jaipur,814,5.0
Mercedes-Benz,E-Class 2015-2017 E350 CDI Avantgrade,2018,Diesel,Automatic,21603,First,7015000.000000001,Kochi,2987,5.0
BMW,3 Series 320d,2013,Diesel,Automatic,58000,First,1950000.0,Hyderabad,1995,5.0
BMW,3 Series 318i Sedan,2012,Petrol,Automatic,39000,Second,1500000.0,Pune,1995,5.0
Mahindra,NuvoSport N8,2017,Diesel,Manual,37712,First,757000.0,Coimbatore,1493,7.0
Maruti,Ritz VXi,2012,Petrol,Manual,68000,First,440000.00000000006,Hyderabad,1197,5.0
BMW,X6 xDrive 40d M Sport,2016,Diesel,Automatic,25000,First,6000000.0,Chennai,2993,5.0
Chevrolet,Beat LT,2010,Petrol,Manual,30000,First,160000.0,Kolkata,1199,5.0
Maruti,Swift Dzire VXI,2014,Petrol,Manual,68218,First,490000.00000000006,Pune,1197,5.0
Maruti,Ertiga ZDI,2014,Diesel,Manual,52000,First,595000.0,Delhi,1248,7.0
Renault,Duster 85PS Diesel RxL,2015,Diesel,Manual,63591,First,535000.0,Coimbatore,1461,5.0
Honda,Amaze VX AT i-Vtech,2014,Petrol,Automatic,57937,First,540000.0,Hyderabad,1198,5.0
Audi,A4 2.0 TDI Premium Sport Limited Edition,2015,Diesel,Automatic,21979,First,2345000.0,Coimbatore,1968,5.0
Skoda,Octavia Ambiente 1.9 TDI MT,2002,Diesel,Manual,99000,Second,190000.0,Hyderabad,1896,5.0
Honda,Amaze E i-Dtech,2016,Diesel,Manual,62000,First,610000.0,Pune,1498,5.0
Toyota,Innova 2.5 EV Diesel MS 8 Str BSIII,2006,Diesel,Manual,127001,First,495000.0,Mumbai,2494,8.0
Hyundai,EON D Lite Plus,2013,Petrol,Manual,84600,Second,250000.0,Hyderabad,814,5.0
Datsun,redi-GO T Option,2018,Petrol,Manual,30953,First,348000.0,Kochi,799,5.0
Maruti,Swift VDI,2012,Diesel,Manual,78000,First,440000.00000000006,Chennai,1248,5.0
Mitsubishi,Pajero 2.8 GLX Sports,2008,Diesel,Manual,85000,First,799000.0,Hyderabad,2835,6.0
Volvo,S80 D5,2008,Diesel,Automatic,79000,First,1099000.0,Hyderabad,2400,5.0
Toyota,Fortuner 4x2 AT,2014,Diesel,Automatic,79000,First,1850000.0,Delhi,2982,7.0
Jeep,Compass 2.0 Limited 4X4,2018,Diesel,Manual,48188,First,2169000.0,Coimbatore,1956,5.0
Maruti,Swift Dzire VDI,2014,Diesel,Manual,67557,First,517000.0,Coimbatore,1248,5.0
Hyundai,Verna 1.6 SX,2011,Diesel,Manual,103814,Second,450000.0,Delhi,1582,5.0
Mahindra,Scorpio VLX 2WD BSIV,2014,Diesel,Manual,45128,First,675000.0,Kolkata,2179,8.0
Hyundai,i10 Era,2013,Petrol,Manual,56075,First,312000.0,Kochi,1086,5.0
Toyota,Innova 2.5 G (Diesel) 8 Seater,2011,Diesel,Manual,166000,First,825000.0,Hyderabad,2494,8.0
Toyota,Innova Crysta 2.8 ZX AT,2017,Diesel,Automatic,65367,First,2014000.0,Coimbatore,2755,7.0
Toyota,Innova 2.5 G (Diesel) 8 Seater,2013,Diesel,Manual,114708,First,1260000.0,Hyderabad,2494,8.0
Maruti,Swift Dzire ZDI,2015,Diesel,Manual,35082,First,661000.0,Kochi,1248,5.0
Hyundai,Creta 1.6 CRDi AT SX Plus,2016,Diesel,Automatic,38593,First,1323000.0,Kochi,1582,5.0
Toyota,Innova 2.5 G (Diesel) 8 Seater BS IV,2008,Diesel,Manual,70700,First,475000.0,Mumbai,2494,8.0
Volkswagen,Vento Diesel Highline,2011,Diesel,Manual,83000,Second,290000.0,Mumbai,1598,5.0
Chevrolet,Tavera LS B3 10 Seats BSIII,2015,Diesel,Manual,120000,First,550000.0,Hyderabad,2499,10.0
Mahindra,Ssangyong Rexton RX7,2014,Diesel,Automatic,91586,Second,947000.0000000001,Kochi,2696,7.0
Hyundai,i10 Magna,2008,Petrol,Manual,38235,First,195000.0,Mumbai,1197,5.0
Hyundai,i10 Sportz 1.2,2011,Petrol,Manual,37000,First,220000.00000000003,Kolkata,1197,5.0
Hyundai,Santro Xing XG eRLX Euro III,2006,Petrol,Manual,50888,First,114999.99999999999,Mumbai,1086,5.0
Honda,Amaze S i-Vtech,2013,Petrol,Manual,44000,Second,434999.99999999994,Bangalore,1198,5.0
Maruti,Celerio ZXI AT,2016,Petrol,Automatic,54000,First,450000.0,Pune,998,5.0
Hyundai,Grand i10 Asta,2013,Petrol,Manual,90000,First,355000.0,Chennai,1197,5.0
Maruti,Swift Dzire VDi,2015,Diesel,Manual,35000,First,475000.0,Kolkata,1248,5.0
Hyundai,i10 Sportz,2012,Petrol,Manual,47324,Second,451999.99999999994,Coimbatore,1197,5.0
BMW,X1 sDrive 20d Exclusive,2012,Diesel,Automatic,65148,First,1275000.0,Mumbai,1995,5.0
Audi,A4 2.0 TDI 177 Bhp Premium Plus,2014,Diesel,Automatic,57773,Second,2004000.0,Coimbatore,1968,5.0
Nissan,Terrano XL 85 PS,2014,Diesel,Manual,87000,First,650000.0,Bangalore,1461,5.0
Mitsubishi,Montero 3.2 GLS,2007,Diesel,Manual,179032,First,750000.0,Chennai,3200,7.0
Maruti,Wagon R VXI AMT,2016,Petrol,Automatic,8000,First,415000.00000000006,Mumbai,998,5.0
Honda,Civic 2006-2010 1.8 (E) MT,2007,Petrol,Manual,77000,First,250000.0,Hyderabad,1799,5.0
Hyundai,i20 2015-2017 Magna 1.2,2016,Petrol,Manual,20600,First,540000.0,Pune,1197,5.0
Maruti,Alto K10 VXI,2016,Petrol,Manual,13198,First,315000.0,Mumbai,998,5.0
Audi,Q7 35 TDI Quattro Technology,2015,Diesel,Automatic,21000,Second,5250000.0,Bangalore,2967,7.0
Hyundai,i20 Sportz Option 1.2,2016,Petrol,Manual,38000,First,595000.0,Delhi,1197,5.0
Tata,Tiago AMT 1.2 Revotron XZA,2019,Petrol,Automatic,15379,First,697000.0,Coimbatore,1199,5.0
Hyundai,i10 Sportz 1.2,2011,Petrol,Manual,60000,First,320000.0,Hyderabad,1197,5.0
Hyundai,Santro Xing XP,2007,Petrol,Manual,70000,First,112000.00000000001,Pune,1086,5.0
Renault,Duster 85PS Diesel RxL Optional,2013,Diesel,Manual,75371,First,669000.0,Bangalore,1461,5.0
Tata,Xenon XT EX 4X4,2014,Diesel,Manual,60000,Second,590000.0,Bangalore,2179,5.0
Hyundai,i20 Magna,2009,Petrol,Manual,30675,First,225000.0,Kolkata,1197,5.0
Maruti,Swift Dzire VDI,2013,Diesel,Manual,22000,First,450000.0,Kolkata,1248,5.0
Hyundai,EON Magna,2015,Petrol,Manual,55000,First,261000.0,Pune,814,5.0
Mercedes-Benz,New C-Class 220 CDI AT,2010,Diesel,Automatic,74213,First,1150000.0,Jaipur,2143,5.0
Mini,Cooper Convertible S,2016,Petrol,Automatic,15000,First,3500000.0,Mumbai,1998,4.0
Tata,Nano Cx,2010,Petrol,Manual,57000,First,50000.0,Jaipur,624,4.0
Maruti,Ciaz ZDi Plus,2015,Diesel,Manual,62144,Second,575000.0,Kolkata,1248,5.0
Hyundai,Verna CRDi 1.6 SX Option,2017,Diesel,Manual,50000,First,1150000.0,Pune,1582,5.0
Hyundai,EON Era Plus,2015,Petrol,Manual,38000,First,275000.0,Jaipur,814,5.0
BMW,5 Series 2013-2017 520d Luxury Line,2016,Diesel,Automatic,30000,Second,3150000.0,Chennai,1995,5.0
Honda,Brio S MT,2016,Petrol,Manual,38735,First,492000.0,Kochi,1198,5.0
Maruti,Ritz VDi,2012,Diesel,Manual,23598,First,352000.0,Pune,1248,5.0
BMW,3 Series 320d Prestige,2014,Diesel,Automatic,70000,First,1755000.0,Chennai,1995,5.0
Maruti,Swift Dzire LDI,2016,Diesel,Manual,39000,First,580000.0,Pune,1248,5.0
Maruti,Swift Dzire VDI,2013,Diesel,Manual,84175,First,695000.0,Hyderabad,1248,5.0
Renault,Scala RxL,2013,Petrol,Manual,45000,First,240000.0,Kolkata,1498,5.0
Chevrolet,Cruze LTZ AT,2013,Diesel,Automatic,59302,First,525000.0,Mumbai,1998,5.0
Maruti,Swift Dzire ZXi,2012,Petrol,Manual,55002,First,425000.0,Ahmedabad,1298,5.0
Tata,Indigo CS LX (TDI) BS III,2008,Diesel,Manual,128813,First,150000.0,Jaipur,1396,5.0
Hyundai,Grand i10 CRDi Sportz,2016,Diesel,Manual,46522,First,450000.0,Jaipur,1120,5.0
Tata,Indica Vista Quadrajet LS,2014,Diesel,Manual,180000,First,250000.0,Pune,1248,5.0
Ford,Fiesta 1.4 TDCi EXI,2006,Diesel,Manual,89326,Third,155000.0,Chennai,1399,5.0
Renault,Duster 85PS Diesel RxE,2016,Diesel,Manual,54000,First,650000.0,Pune,1461,5.0
Hyundai,Grand i10 CRDi SportZ Edition,2015,Diesel,Manual,66337,First,496000.0,Kochi,1120,5.0
Honda,Brio S MT,2012,Petrol,Manual,60000,First,325000.0,Bangalore,1198,5.0
Audi,A4 1.8 TFSI,2010,Petrol,Automatic,38001,First,850000.0,Kolkata,1781,5.0
Maruti,Alto 800 2016-2019 LXI,2014,Petrol,Manual,73000,Second,275000.0,Bangalore,796,5.0
Hyundai,Verna Transform SX VTVT,2011,Petrol,Manual,61000,Second,340000.0,Bangalore,1599,5.0
Maruti,Ertiga ZDI,2013,Diesel,Manual,120000,First,700000.0,Hyderabad,1248,7.0
Chevrolet,Optra Magnum 1.6 LT ABS BS3,2012,Petrol,Manual,71787,First,321000.0,Kochi,1598,5.0
Hyundai,Creta 1.6 CRDi SX Option,2016,Diesel,Manual,11554,First,1425000.0,Coimbatore,1582,5.0
Volkswagen,Vento 1.5 TDI Highline,2014,Diesel,Manual,90000,First,650000.0,Hyderabad,1498,5.0
Honda,City i VTEC SV,2014,Petrol,Manual,48104,First,549000.0,Kolkata,1497,5.0
Hyundai,Getz GLS ABS,2005,Petrol,Manual,91000,Third,80000.0,Pune,1341,5.0
Hyundai,Santro Xing XG eRLX Euro III,2007,Petrol,Manual,58815,First,199000.0,Kochi,1086,5.0
Hyundai,Grand i10 AT Asta,2015,Petrol,Automatic,33931,Second,591000.0,Coimbatore,1197,5.0
Hyundai,Grand i10 1.2 Kappa Sportz Option,2019,Petrol,Manual,13916,First,644000.0,Coimbatore,1197,5.0
Maruti,Wagon R LXI CNG,2012,CNG,Manual,90400,First,290000.0,Pune,998,5.0
Hyundai,Grand i10 Sportz,2015,Petrol,Manual,14000,First,459999.99999999994,Jaipur,1197,5.0
Maruti,Swift VDI BSIV,2007,Diesel,Manual,121000,Second,235000.0,Pune,1248,5.0
Hyundai,i20 Asta 1.2,2016,Petrol,Manual,17560,First,721000.0,Coimbatore,1197,5.0
Renault,Duster 85PS Diesel RxL,2016,Diesel,Manual,60000,First,800000.0,Pune,1461,5.0
Maruti,Swift Dzire VDi,2009,Diesel,Manual,88096,Second,350000.0,Hyderabad,1248,5.0
Toyota,Innova 2.5 G (Diesel) 8 Seater BS IV,2008,Diesel,Manual,178280,First,590000.0,Pune,2494,8.0
Tata,Nano Twist XT,2015,Petrol,Manual,19963,Second,174000.0,Coimbatore,624,4.0
Ford,Figo 2015-2019 1.2P Sports Edition MT,2019,Petrol,Manual,1000,First,680000.0,Mumbai,1196,5.0
Hyundai,i20 1.2 Asta Option,2017,Petrol,Manual,8000,First,750000.0,Jaipur,1197,5.0
Honda,BRV i-VTEC V MT,2016,Petrol,Manual,9200,First,800000.0,Pune,1497,7.0
Honda,Amaze S Diesel,2015,Diesel,Manual,29000,First,599000.0,Hyderabad,1498,5.0
Hyundai,Creta 1.6 CRDi SX,2017,Diesel,Manual,27000,First,1290000.0,Mumbai,1582,5.0
Maruti,Baleno Zeta 1.2,2018,Petrol,Manual,22900,First,700000.0,Delhi,1197,5.0
Audi,Q5 2.0 TDI Technology,2014,Diesel,Automatic,50000,First,3500000.0,Hyderabad,1968,5.0
Honda,Amaze S i-DTEC,2015,Diesel,Manual,60207,First,550000.0,Jaipur,1498,5.0
BMW,X5 3.0d,2010,Diesel,Automatic,101119,First,1846000.0,Coimbatore,2993,5.0
Ford,Figo Petrol Titanium,2010,Petrol,Manual,42000,First,240000.0,Jaipur,1196,5.0
Maruti,Wagon R VXI,2002,Petrol,Manual,93000,Third,100000.0,Pune,998,5.0
Hyundai,i10 Era,2012,Petrol,Manual,60000,Second,265000.0,Ahmedabad,1086,5.0
Skoda,Rapid 1.5 TDI AT Elegance,2015,Diesel,Automatic,66122,First,596000.0,Kochi,1498,5.0
Porsche,Panamera Diesel,2015,Diesel,Automatic,25100,First,7500000.0,Kolkata,2967,4.0
Mercedes-Benz,CLA 200 Sport Edition,2017,Petrol,Automatic,24733,First,2715000.0,Kochi,1991,5.0
Audi,A6 2.8 FSI,2008,Petrol,Automatic,41000,Second,1050000.0,Ahmedabad,2773,5.0
Maruti,Ciaz ZXi Plus,2015,Petrol,Manual,30000,First,670000.0,Chennai,1373,5.0
Ford,Ecosport 1.5 DV5 MT Titanium,2013,Diesel,Manual,36000,First,490000.00000000006,Kolkata,1498,5.0
Mahindra,Bolero mHAWK D70 ZLX,2017,Diesel,Manual,40279,First,800000.0,Hyderabad,1493,7.0
Maruti,Alto K10 VXI,2018,Petrol,Manual,46805,First,363000.0,Kochi,998,5.0
Maruti,Swift Dzire 1.2 Vxi BSIV,2015,Petrol,Manual,60000,First,480000.0,Mumbai,1197,5.0
Tata,Zest Revotron 1.2T XE,2017,Petrol,Manual,100000,First,425000.0,Mumbai,1193,5.0
Ford,Endeavour 3.2 Trend AT 4X4,2018,Diesel,Automatic,51530,First,3027000.0,Coimbatore,3198,7.0
Mercedes-Benz,New C-Class C 220 CDI CLASSIC,2013,Diesel,Manual,81456,First,1425000.0,Jaipur,2148,5.0
Hyundai,i10 Sportz AT,2012,Petrol,Automatic,37229,First,341000.0,Ahmedabad,1197,5.0
Honda,City 1.5 S MT,2009,Petrol,Manual,73200,First,278000.0,Delhi,1497,5.0
Skoda,Octavia Elegance 2.0 TDI AT,2015,Diesel,Automatic,71826,First,1550000.0,Ahmedabad,1968,5.0
Tata,Indica V2 eLS,2017,Diesel,Manual,129000,First,300000.0,Chennai,1396,5.0
Maruti,Wagon R VXi BSII,2012,Petrol,Manual,82000,First,229999.99999999997,Pune,998,5.0
Hyundai,Creta 1.6 CRDi SX,2017,Diesel,Manual,40459,First,1328000.0,Kochi,1582,5.0
Maruti,A-Star Lxi,2009,Petrol,Manual,61964,First,225000.0,Hyderabad,998,5.0
Maruti,Wagon R LXI,2011,Petrol,Manual,15466,First,336000.0,Kochi,998,5.0
Honda,Mobilio E i VTEC,2014,Petrol,Manual,23000,First,425000.0,Kolkata,1497,7.0
Hyundai,i10 Magna,2012,Petrol,Manual,43766,First,430000.0,Coimbatore,1197,5.0
Skoda,Superb 3.6 V6 FSI,2010,Petrol,Automatic,54000,First,600000.0,Hyderabad,3597,5.0
Hyundai,i20 1.4 Sportz,2018,Diesel,Manual,18521,First,918000.0,Coimbatore,1396,5.0
Maruti,Celerio ZXI Optional,2017,Petrol,Manual,26400,First,499000.0,Hyderabad,998,5.0
Skoda,Laura 1.8 TSI Ambiente,2011,Petrol,Manual,31900,First,375000.0,Pune,1798,5.0
Ford,Figo Diesel LXI,2010,Diesel,Manual,39000,First,250000.0,Chennai,1399,5.0
Honda,Jazz 1.5 VX i DTEC,2016,Diesel,Manual,45671,First,720000.0,Hyderabad,1498,5.0
Mercedes-Benz,E-Class 2015-2017 E250 Edition E,2016,Diesel,Automatic,39500,First,2950000.0,Ahmedabad,2143,5.0
Mercedes-Benz,GLA Class 200 CDI SPORT,2015,Diesel,Automatic,54000,First,1755000.0,Chennai,2143,5.0
Volvo,S60 D3,2012,Diesel,Automatic,20000,First,1200000.0,Chennai,1985,5.0
Audi,A8 L 3.0 TDI quattro,2009,Diesel,Automatic,55000,First,1350000.0,Bangalore,2967,5.0
Hyundai,Verna 1.6 SX CRDI (O) AT,2014,Diesel,Automatic,48000,First,509999.99999999994,Kolkata,1582,5.0
BMW,3 Series 320d,2011,Diesel,Automatic,70000,First,1030000.0000000001,Kolkata,1995,5.0
Hyundai,Verna 1.6 SX,2014,Diesel,Manual,62000,First,570000.0,Delhi,1582,5.0
Maruti,Wagon R VXI,2014,Petrol,Manual,41994,First,341000.0,Kochi,998,5.0
Ford,Figo Diesel EXI,2010,Diesel,Manual,108882,Second,240000.0,Hyderabad,1399,5.0
Mahindra,KUV 100 mFALCON G80 K2,2017,Petrol,Manual,24806,First,560000.0,Coimbatore,1198,6.0
Tata,Indigo LS,2006,Diesel,Manual,160000,First,100000.0,Pune,1405,5.0
Mahindra,TUV 300 T8 AMT,2017,Diesel,Automatic,30000,First,819999.9999999999,Hyderabad,1493,7.0
Audi,Q3 35 TDI Quattro Premium Plus,2015,Diesel,Automatic,51000,First,2750000.0,Bangalore,1968,5.0
Maruti,Wagon R VXI 1.2,2015,Petrol,Manual,64876,First,350000.0,Jaipur,1197,5.0
Maruti,Celerio CNG VXI MT,2016,CNG,Manual,70536,First,458000.0,Kochi,998,5.0
Maruti,Vitara Brezza ZDi Plus Dual Tone,2017,Diesel,Manual,25299,First,1034000.0,Coimbatore,1248,5.0
Mahindra,Scorpio DX 2.6 Turbo 8 Str,2006,Diesel,Manual,89869,First,325000.0,Mumbai,2609,8.0
Hyundai,Tucson CRDi,2007,Diesel,Manual,103515,Third,500000.0,Jaipur,1991,7.0
Hyundai,Santro Xing GLS,2008,Petrol,Manual,68282,First,225000.0,Hyderabad,1086,5.0
Porsche,Panamera Diesel 250hp,2014,Diesel,Automatic,60033,First,5152000.0,Kochi,2967,4.0
Maruti,Vitara Brezza VDi Option,2018,Diesel,Manual,51921,First,861999.9999999999,Kochi,1248,5.0
Maruti,Swift Dzire VDI,2017,Diesel,Manual,18414,First,725000.0,Mumbai,1248,5.0
Honda,Amaze V Petrol,2016,Petrol,Manual,40866,First,547000.0,Kochi,1199,5.0
Jaguar,XF 2.2 Litre Luxury,2014,Diesel,Automatic,55001,First,3100000.0,Pune,2179,5.0
Mini,Cooper Convertible S,2017,Petrol,Automatic,20469,First,3597999.9999999995,Kochi,1998,4.0
Hyundai,EON Era Plus,2017,Petrol,Manual,8500,First,342000.0,Jaipur,814,5.0
Audi,A6 3.0 TDI quattro,2008,Diesel,Automatic,45000,Second,1150000.0,Ahmedabad,2967,5.0
Hyundai,i20 Active 1.2 SX Dual Tone,2016,Petrol,Manual,6000,First,725000.0,Pune,1197,5.0
Maruti,Swift AMT DDiS VDI,2018,Diesel,Manual,11000,First,800000.0,Chennai,1248,5.0
Ford,Ecosport 1.5 DV5 MT Titanium,2015,Diesel,Manual,80064,First,733000.0,Kochi,1498,5.0
Maruti,Wagon R VXI BS IV with ABS,2016,Petrol,Manual,29930,First,335000.0,Kolkata,998,5.0
Volkswagen,Vento 1.5 TDI Highline,2013,Diesel,Manual,49105,First,440000.00000000006,Mumbai,1498,5.0
Toyota,Etios VX,2012,Petrol,Manual,55000,First,299000.0,Kolkata,1496,5.0
Honda,Jazz 1.2 SV i VTEC,2015,Petrol,Manual,23000,First,560000.0,Bangalore,1199,5.0
Volkswagen,CrossPolo 1.5 TDI,2016,Diesel,Manual,54727,First,663000.0,Coimbatore,1498,5.0
Volkswagen,Ameo 1.5 TDI Highline,2018,Diesel,Manual,31426,First,790000.0,Kochi,1498,5.0
Honda,City V MT Exclusive,2015,Petrol,Manual,53442,First,700000.0,Kochi,1497,5.0
Honda,Brio VX AT,2014,Petrol,Automatic,28000,First,495000.0,Hyderabad,1198,5.0
Skoda,Rapid 1.6 MPI AT Style,2017,Petrol,Automatic,13412,First,919000.0,Mumbai,1598,5.0
Hyundai,Verna CRDi,2011,Diesel,Manual,70000,First,509999.99999999994,Hyderabad,1493,5.0
Hyundai,i20 Active S Diesel,2015,Diesel,Manual,81310,First,590000.0,Jaipur,1396,5.0
Maruti,Baleno Alpha CVT,2019,Petrol,Automatic,13574,First,951000.0,Kochi,1197,5.0
Honda,CR-V 2.4L 4WD MT,2008,Petrol,Manual,75000,Second,390000.0,Mumbai,2354,5.0
Maruti,Swift Dzire VXI,2014,Petrol,Manual,58310,Second,539000.0,Coimbatore,1197,5.0
Maruti,Swift Dzire VDi,2009,Diesel,Manual,90000,Second,300000.0,Pune,1248,5.0
Maruti,Swift Dzire ZDI,2012,Diesel,Manual,83000,First,430000.0,Jaipur,1248,5.0
Maruti,Swift Dzire ZXI,2017,Petrol,Manual,37282,First,675000.0,Jaipur,1197,5.0
Hyundai,Grand i10 Sportz,2017,Petrol,Manual,23000,First,450000.0,Jaipur,1197,5.0
Ford,Fiesta 1.4 ZXi TDCi ABS,2010,Diesel,Manual,82000,First,275000.0,Chennai,1399,5.0
Hyundai,Verna 1.6 CRDi S,2016,Diesel,Manual,31000,First,900000.0,Chennai,1582,5.0
Ford,Figo Diesel EXI,2014,Diesel,Manual,45001,Second,254999.99999999997,Delhi,1399,5.0
Tata,Manza Aqua Quadrajet BS IV,2014,Diesel,Manual,50446,First,354000.0,Coimbatore,1248,5.0
Honda,Civic 2006-2010 1.8 S MT,2009,Petrol,Manual,89000,First,425000.0,Ahmedabad,1799,5.0
Maruti,Alto LX BSIII,2007,Petrol,Manual,72000,Second,120000.0,Ahmedabad,796,5.0
BMW,5 Series 520d Luxury Line,2013,Diesel,Automatic,90000,First,1950000.0,Ahmedabad,1995,5.0
Mahindra,XUV500 W8 2WD,2015,Diesel,Manual,76000,Second,1200000.0,Bangalore,2179,7.0
Maruti,Ritz VDi,2012,Diesel,Manual,78401,First,390000.0,Hyderabad,1248,5.0
Maruti,Vitara Brezza ZDi Plus,2017,Diesel,Manual,38426,First,913000.0000000001,Kochi,1248,5.0
Maruti,Eeco 7 Seater Standard,2011,Petrol,Manual,45000,First,225000.0,Pune,1196,7.0
Maruti,Swift Dzire 1.2 Vxi BSIV,2012,Petrol,Manual,83000,First,325000.0,Mumbai,1197,5.0
Hyundai,Creta 1.6 CRDi AT SX Plus,2017,Diesel,Automatic,50170,First,1479000.0,Coimbatore,1582,5.0
Maruti,Wagon R LXI,2010,Petrol,Manual,37822,First,235000.0,Mumbai,998,5.0
Maruti,Celerio ZDi,2015,Diesel,Manual,33517,First,310000.0,Kolkata,793,5.0
Hyundai,Santa Fe 2WD AT,2014,Diesel,Automatic,110000,First,1290000.0,Delhi,2199,7.0
Hyundai,EON D Lite Plus Option,2017,Petrol,Manual,60000,First,250000.0,Kolkata,814,5.0
Hyundai,i20 Sportz 1.2,2013,Petrol,Manual,92408,First,365000.0,Delhi,1197,5.0
Hyundai,Verna 1.6 SX VTVT (O),2014,Petrol,Manual,45000,First,750000.0,Bangalore,1591,5.0
Honda,Brio S Option MT,2013,Petrol,Manual,33793,First,374000.0,Kochi,1198,5.0
Maruti,Swift VXI Optional,2017,Petrol,Manual,26327,First,586000.0,Kochi,1197,5.0
Mercedes-Benz,New C-Class C 220d Avantgarde Edition C,2018,Diesel,Automatic,20604,First,3961999.9999999995,Coimbatore,2143,5.0
